,Unnamed: 0,level_0,index,ID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B,Image URL,Title,Author,Sales Rank,Date,Review Score
6567,6567,6567,7357,0843109513,0.58714014,100.02782840444736,6.409699400000001,40941,0.016,252,251,63,18,15,10,http://ecx.images-amazon.com/images/I/61bUGabPhVL.jpg,"Animals, Animals, Animals! Mad Libs Junior",Jennifer Frantz,8167.0,"November 4, 2004",4.86
5314,5314,5314,5965,0865058873,0.42448208,72.22963160861102,7.616201400000001,125076,0.02802364066193853,101,106,182,117,88,59,http://ecx.images-amazon.com/images/I/51Ov-B4RboL.jpg,What Is a Biome? (Science of Living Things),Bobbie Kalman,131662.0,"March 15, 1997",4.7
2322,2322,2322,2582,093831789X,0.46579015,89.94360174723724,7.2940545,106641,0.03752671755725191,162,46,76,132,163,186,http://ecx.images-amazon.com/images/I/61csoQEYS2L.jpg,"Â¡Si, Se Puede! / Yes, We Can!: Janitor Strike in L.A. (English and Spanish Edition)",Diana Cohn,139870.0,"January 1, 2005",4.45
11676,11676,11677,13094,0312367481,0.3675237,57.16385373629921,6.9157224,75313,0.03213367609254498,58,95,121,53,86,78,http://ecx.images-amazon.com/images/I/51bv-C2%2BhqL.jpg,Tikki Tikki Tembo,Arlene Mosel,3637.0,"April 17, 2007",4.56
968,968,968,1082,0544238060,0.55653614,64.26128642774296,7.4328175,71405,0.02697142857142857,142,82,64,212,160,104,http://ecx.images-amazon.com/images/I/51cmw-q6RKL.jpg,"Lives of the Musicians: Good Times, Bad Times (and What the Neighbors Thought)",Kathleen Krull,127799.0,"November 5, 2013",4.66
10773,10773,10774,12075,1419712179,0.73551035,67.95658678035312,4.657591,23957,0.011347305389221556,114,205,235,170,223,243,http://ecx.images-amazon.com/images/I/41V58xL9-LL.jpg,El Deafo,Cece Bell,2866.0,"September 2, 2014",4.81
3919,3919,3919,4386,0553520741,0.5568584,53.50655648778071,7.7067929999999985,123191,0.034450236966824636,203,164,140,78,102,126,http://ecx.images-amazon.com/images/I/61uLMN3IjFL.jpg,Sodor's Legend of the Lost Treasure (Thomas & Friends) (Little Golden Book),Rev. W. Awdry,88478.0,"July 14, 2015",4.93
10636,10636,10637,11918,1906250847,0.60209334,88.65729746845474,6.264368,59097,0.011295774647887323,248,248,243,50,54,103,http://ecx.images-amazon.com/images/I/51fNdyG4gkL.jpg,Toot Toot Beep Beep,Emma Garcia,11686.0,"October 15, 2013",4.7
8345,8345,8345,9340,1481423126,0.38735473,97.87995137540943,6.941853,63676,0.02029607250755287,13,23,42,35,78,145,http://ecx.images-amazon.com/images/I/51IC9XwBmQL.jpg,The Contract (Jeter Publishing),Derek Jeter,222115.0,"September 23, 2014",4.84
9016,9016,9016,10108,0763675083,0.6529759,42.78568188850394,7.452622,78476,0.0392,234,230,204,131,94,57,http://ecx.images-amazon.com/images/I/61WwdERNfVL.jpg,Animalium: Welcome to the Museum,Jenny Broom,16005.0,"September 9, 2014",4.67
2025,2025,2025,2249,0803737890,0.53751105,37.3540132875417,7.7470713,94954,0.04710232558139535,74,91,125,139,161,185,http://ecx.images-amazon.com/images/I/61Xxl9CeEIL.jpg,Skippyjon Jones Snow What,Judy Schachner,11882.0,"October 21, 2014",4.57
10664,10664,10665,11950,1582705798,0.50159925,57.553288681562606,7.5256276,62202,0.019795795795795795,36,45,113,192,221,232,http://ecx.images-amazon.com/images/I/51XKNk-bfML.jpg,"So, You Want to Be a Coder?: Plug In to the World of Cyberspace, from Video Games to Robots (Be What You Want)",Jane (J. M.) Bedell,120031.0,"May 3, 2016",4.53
9858,9858,9858,11042,0448191113,0.35667506,66.11072019817391,7.6662292,111270,0.03746586345381527,129,82,63,41,28,22,http://ecx.images-amazon.com/images/I/61e9IGu2laL.jpg,All Aboard Trains (Reading Railroad),Mary Harding,9333.0,"March 15, 1989",4.58
10845,10845,10846,12156,1491452048,0.6199519,66.3732071315299,7.092182000000001,34842,0.02913333333333333,83,92,116,252,245,237,http://ecx.images-amazon.com/images/I/41w4Xtk%2BRsL.jpg,Make Some Noise: Cheers and Chants that Fire Up the Crowd (Cheer Spirit),Rebecca Rissman,3600957.0,"August 1, 2015",0.0
10679,10679,10680,11965,0516255371,0.37973806,45.21634509352416,5.26591,34166,0.01574941995359629,52,69,112,16,13,8,http://ecx.images-amazon.com/images/I/51473X837XL.jpg,Nelson Mandela (Rookie Biographies),Karima Grant,1672234.0,"March 1, 2006",0.0
8933,8933,8933,10014,0590039105,0.5645794,58.23218278208974,7.4812746,87030,0.031148247978436662,79,97,116,98,158,88,http://ecx.images-amazon.com/images/I/61LoL35ajyL.jpg,Madeline In America And Other Holiday Tales,Ludwig Bemelmans,440491.0,"October 1, 1999",4.69
582,582,582,650,0689818351,0.6832444000000001,63.178677762000895,6.3747797,53160,0.0076604097656729235,229,208,108,120,94,60,http://ecx.images-amazon.com/images/I/51MWN34K3ZL.jpg,DA Wei's Treasure: A Chinese Tale,Margaret Chang,1773817.0,"May 1, 1999",4.0
6848,6848,6848,7678,1941367070,0.48848456,131.47333558290651,6.6730100000000006,68512,0.01971007371007371,5,176,217,2,148,141,http://ecx.images-amazon.com/images/I/61XSFrWaZOL.jpg,My First Book of Superpowers (DC Super Heroes),David Katz,7629.0,"July 13, 2015",4.85
8707,8707,8707,9757,0553523910,0.48872662,78.73856527180368,7.781334399999999,125935,0.03167901234567901,52,104,159,152,77,47,http://ecx.images-amazon.com/images/I/61Ph6We8tdL.jpg,The Pups Save Christmas! (Paw Patrol) (Big Golden Book),Golden Books,3722.0,"September 8, 2015",4.61
92,92,92,103,1445136201,0.5932588000000001,69.60380764317203,7.4615035,75160,0.02052551020408164,181,179,91,230,203,106,http://ecx.images-amazon.com/images/I/513ZdGjOkbL.jpg,Skateboarding Champion (How to be a Champion),Franklin Watts,8730915.0,"October 18, 2016",0.0
8176,8176,8176,9161,0749664215,0.57959217,104.88536453611931,7.7518682,121597,0.046539042821158685,231,150,84,248,215,169,http://ecx.images-amazon.com/images/I/61sbFWcuzyL.jpg,Hinduism (World Religions),Katherine Prior,14354832.0,"November 10, 2005",0.0
6391,6391,6391,7158,0316113166,0.61377823,99.29056190258413,7.0239725,85604,0.03967403314917127,237,240,197,220,57,49,http://ecx.images-amazon.com/images/I/61qTwTqLWBL.jpg,Arthur's Pet Business (An Arthur Adventure),Marc Brown,32662.0,"April 1, 1993",4.68
6480,6480,6480,7264,0887768148,0.40882304,40.292383768553975,7.5304804,87459,0.02402015113350126,24,31,43,191,156,166,http://ecx.images-amazon.com/images/I/510uOIEyp8L.jpg,Hudson,Janice Weaver,1354255.0,"September 14, 2010",4.67
8983,8983,8983,10069,1442466634,0.62569135,112.87241049461778,5.963595,45018,0.01313151364764268,253,223,94,243,118,33,http://ecx.images-amazon.com/images/I/51n%2B3GNDp3L.jpg,Popcorn (A Frank Asch Bear Book),Frank Asch,25960.0,"March 10, 2015",4.75
7568,7568,7568,8493,0810989956,0.63787615,53.70980805793799,7.379602999999999,49244,0.035225806451612905,193,155,113,221,221,234,http://ecx.images-amazon.com/images/I/51IU4xLoboL.jpg,The Wimpy Kid Do-It-Yourself Book (Diary of a Wimpy Kid),Jeff Kinney,735.0,"May 1, 2011",4.62
3808,3808,3808,4265,0062364278,0.42398366,25.278339440528875,6.8612967000000005,31317,0.011039024390243905,38,56,64,54,87,98,http://ecx.images-amazon.com/images/I/51F1gTWhbAL.jpg,Beyond the Pond,Joseph Kuefler,23923.0,"October 6, 2015",4.64
3559,3559,3559,3984,0142400742,0.525931,63.65762427088885,6.9385304,92477,0.02783333333333333,140,177,222,78,105,83,http://ecx.images-amazon.com/images/I/51piz5vKZYL.jpg,Ten Sly Piranhas,William Wise,303475.0,"April 12, 2004",4.72
10426,10426,10427,11682,0590425609,0.25596818,46.881112988356115,7.227991999999999,43352,0.008753894080996884,34,29,25,120,85,72,http://ecx.images-amazon.com/images/I/51TBN4HdKVL.jpg,Stealing Home: The Story Of Jackie Robinson,Barry Denenberg,275756.0,"May 1, 1990",4.84
7101,7101,7101,7964,054582124X,0.3841198,69.24163405276991,7.7866073,112457,0.03153488372093023,43,32,15,137,85,47,http://ecx.images-amazon.com/images/I/51yWiSp%2B-hL.jpg,Goosebumps The Movie: The Movie Novel,R. L. Stine,90291.0,"August 25, 2015",4.45
453,453,453,502,0375846611,0.72130936,49.00966425956319,7.1949130000000014,79597,0.03078443113772455,204,238,243,201,243,237,http://ecx.images-amazon.com/images/I/511M%2BHZMt%2BL.jpg,"Magic Tree House Boxed Set, Books 13-16: Vacation Under the Volcano, Day of the Dragon King, Viking Ships at Sunrise, and Hour of the Olympics",Mary Pope Osborne,1444.0,"May 27, 2008",4.82
3736,3736,3736,4186,1585361747,0.6817529,38.36054414788913,5.851194400000002,46447,0.016795518207282912,179,207,218,171,177,118,http://ecx.images-amazon.com/images/I/51fi-hsXUvL.jpg,Little Minnesota (Little State),Kathy-jo Wargin,346930.0,"October 6, 2011",4.6
779,779,779,865,0689831528,0.65595645,64.87914879030377,7.318397999999998,72575,0.018080808080808083,217,226,125,251,248,175,http://ecx.images-amazon.com/images/I/51eygTDMeQL.jpg,Muncha! Muncha! Muncha!,Candace Fleming,60250.0,"January 1, 2002",4.83
6733,6733,6733,7547,0736815163,0.46988893,53.62596010446576,7.669593300000002,63028,0.016498855835240276,43,92,119,235,214,220,http://ecx.images-amazon.com/images/I/5131WWPM3BL.jpg,Demolition Derby Cars (Wild Rides!),Jeff Savage,2223717.0,"January 1, 2003",1.0
2944,2944,2944,3288,0545552737,0.5098135,75.06307758714078,7.668424000000001,105476,0.026561403508771928,56,96,138,100,169,208,http://ecx.images-amazon.com/images/I/51LfUVRC3AL.jpg,A Snicker of Magic,Natalie Lloyd,28138.0,"April 28, 2015",4.72
4888,4888,4888,5484,0547523106,0.47136456,111.45311277170806,3.7156634,51332,0.009512,209,54,59,205,58,55,http://ecx.images-amazon.com/images/I/51g85SMTK7L.jpg,Coleccion de oro Jorge el curioso/A Treasury of Curious George (bilingual edition) (Spanish and English Edition),H. A. Rey,10284.0,"October 4, 2011",4.89
10330,10330,10331,11574,0307931528,0.6771337,48.80429097374665,5.2628403,54033,0.00910843373493976,170,199,203,243,225,212,http://ecx.images-amazon.com/images/I/51WphhT9FLL.jpg,Big Girl Panties,Fran Manushkin,2097.0,"September 11, 2012",4.75
9370,9370,9370,10502,1589520777,0.4218727,38.44899798703032,5.5840406,21318,0.008084084084084085,16,50,44,245,222,172,http://ecx.images-amazon.com/images/I/51A6RzB83iL.jpg,Huatya Curi y Los Cinco Condores (Cuentos y Mitos de America Latina) (Spanish Edition),Melinda Lilly,16318228.0,"April 1, 2002",0.0
7397,7397,7397,8306,1599350777,0.5461625,48.39024469672704,7.6395636,79690,0.023752265861027192,70,85,108,124,167,201,http://ecx.images-amazon.com/images/I/51ErCSYyarL.jpg,Michael Phelps (Xtreme Athletes),Kerrily Sapet,3793091.0,"April 15, 2008",0.0
1153,1153,1153,1286,0817263438,0.5575773,72.69340352162891,7.159403299999999,100853,0.032420485175202164,200,147,112,124,145,196,http://ecx.images-amazon.com/images/I/51G10xqqCRL.jpg,"American Government: Freedom, Rights, Responsibilities (Steck-Vaughn American Government)",Vivian Bernstein,1162627.0,"January 1, 1997",4.19
4595,4595,4595,5160,1426300433,0.5387248,38.902231861650364,7.6895857,51837,0.029584615384615383,192,164,129,121,98,66,http://ecx.images-amazon.com/images/I/519J5TDH7GL.jpg,Thomas Jefferson,Cheryl Harness,1219825.0,"January 9, 2007",4.8
628,628,628,700,0316365157,0.5212362,133.58032435607305,7.353639599999998,87468,0.039018404907975465,238,209,4,245,215,34,http://ecx.images-amazon.com/images/I/61iIrapkykL.jpg,How to Train Your Dragon: How to Fight a Dragon's Fury,Cressida Cowell,75111.0,"November 3, 2015",4.56
4916,4916,4916,5516,037582636X,0.6596517,52.066804732726794,7.1308593999999985,69086,0.029420461265523362,230,200,140,192,159,111,http://ecx.images-amazon.com/images/I/5158XG8WXRL.jpg,Tenggren's Golden Tales from the Arabian Nights,Gustaf Tenggren,1454912.0,"September 9, 2003",5.0
7854,7854,7854,8809,1563054434,0.75430876,128.8617959758482,4.4762673,62847,0.01373109243697479,246,212,35,250,248,242,http://ecx.images-amazon.com/images/I/517heHMWdKL.jpg,Birthday Monsters! (Boynton on Board),Sandra Boynton,10007.0,"January 12, 1993",4.76
1650,1650,1650,1837,1442433701,0.7132655,38.64317608938218,6.9381795,55613,0.03152061855670103,248,236,226,213,209,226,http://ecx.images-amazon.com/images/I/61-lB2nVCZL.jpg,"Click, Clack, Moo: Cows That Type",Doreen Cronin,223726.0,"October 4, 2011",4.67
7526,7526,7526,8448,0865059578,0.16006449,68.69289147857447,5.9716988,78451,0.02222274881516588,24,11,6,23,8,13,http://ecx.images-amazon.com/images/I/51JIORkVCNL.jpg,How do Animals Adapt? (The Science of Living Things),Bobbie Kalman,447759.0,"March 15, 2000",4.67
9878,9878,9878,11064,0545829070,0.47828686,92.6522338482712,7.5392394,115514,0.042135294117647056,151,76,49,232,157,83,http://ecx.images-amazon.com/images/I/61wz6qB9ysL.jpg,The Phoenix of Destiny: An Epic Kingdom of Fantasy Adventure (Geronimo Stilton and the Kingdom of Fantasy: Special Edition),Geronimo Stilton,10951.0,"August 25, 2015",4.83
2162,2162,2162,2402,0971851565,0.7533486,66.4435247525257,6.8064756,61331,0.016144092219020172,248,244,233,211,148,103,http://ecx.images-amazon.com/images/I/51RkOxeRpWL.jpg,Baking with Mommy Cookbook: Recipes for Kid-Size Ovens - 10th Anniversary Edition,Kristen Joyal,42238.0,"October 31, 2011",4.47
11659,11659,11660,13076,1570916322,0.60535514,60.94469182200515,7.346756,105775,0.04529715762273902,46,125,113,177,165,112,http://ecx.images-amazon.com/images/I/61JDVdmQOyL.jpg,"Many Biomes, One Earth",Sneed B. Collard III,302846.0,"February 1, 2009",4.78
5038,5038,5038,5655,1554537851,0.56965834,51.8763448672878,6.924258,114151,0.031337868480725624,128,99,72,189,157,110,http://ecx.images-amazon.com/images/I/615U0oCbHDL.jpg,Franklin Is Bossy,Paulette Bourgeois,64540.0,"April 1, 2011",4.39
2892,2892,2892,3229,1481414720,0.65075,124.57126333753565,7.153509,76637,0.02313071895424837,253,250,244,244,232,39,http://ecx.images-amazon.com/images/I/51%2BrXez-GaL.jpg,The Nancy Drew and the Clue Crew Collection: Sleepover Sleuths; Scream for Ice Cream; Pony Problems; The Cinderella Ballet Mystery; Case of the Sneaky Snowman,Carolyn Keene,2542.0,"July 8, 2014",4.84
217,217,217,240,1783121564,0.40423217,57.45843321794477,7.7778306,107610,0.05657534246575342,122,91,73,16,26,41,http://ecx.images-amazon.com/images/I/61dxm-NLRrL.jpg,Jurassic World: Where Dinosaurs Come to Life,Carlton Books,818142.0,"May 14, 2015",4.73
500,500,500,555,037587366X,0.60617787,136.40234674327456,6.2342257000000005,94708,0.029988857938718663,4,188,238,223,165,89,http://ecx.images-amazon.com/images/I/51sVr7kAYvL.jpg,The Big Book of Berenstain Bears Beginner Books (Beginner Books(R)),Stan Berenstain,3377.0,"August 9, 2011",4.63
6606,6606,6606,7402,0062294962,0.49331683,87.13030710076599,7.6923637,81505,0.02715915915915916,27,96,157,245,242,85,http://ecx.images-amazon.com/images/I/61DbOiA96eL.jpg,Plants vs. Zombies: Save Your Brains! (I Can Read Level 2),Catherine Hapka,5603.0,"April 22, 2014",4.68
121,121,121,135,1460257170,0.4218495,102.70093364212104,6.6064177,75320,0.019585492227979274,51,169,91,140,77,48,http://ecx.images-amazon.com/images/I/51hl7C509JL.jpg,Malo's Amazing Adventures!  Discovering Kwanzaa and Beyond with Friends,Washington M. Osiro,9518873.0,"December 22, 2014",0.0
10005,10005,10006,11205,1554986923,0.7184931,30.363179383087054,6.437732,10091,0.02278328981723237,244,243,240,171,169,162,http://ecx.images-amazon.com/images/I/51-EjhdOczL.jpg,A Year Without Mom,Dasha Tolstikova,103809.0,"October 6, 2015",4.17
8219,8219,8219,9205,1575423596,0.691189,88.2857346898024,6.8278737000000005,66484,0.008962264150943396,238,235,231,209,149,78,http://ecx.images-amazon.com/images/I/51ZfRKzkRBL.jpg,Temper Tamers In a Jar: Helping Kids Cool Off and Manage Anger,Free Spirit Publishing,16451.0,"September 30, 2010",4.24
9555,9555,9555,10706,1904642772,0.56573874,78.57113890811874,6.884425599999998,92567,0.026733188720173537,218,144,99,130,90,68,http://ecx.images-amazon.com/images/I/517ZhP6Po3L.jpg,Avoid Being a Convict Sent to Australia! (The Danger Zone),Meredith Costain,15097936.0,"December 31, 2004",0.0
6509,6509,6509,7295,0062321471,0.6656199,85.95813130858905,6.3276224,82028,0.025085,202,211,88,154,213,244,http://ecx.images-amazon.com/images/I/61sI3i4OmmL.jpg,Simple Machines (Let's-Read-and-Find-Out Science 2),D. J. Ward,54485.0,"October 6, 2015",4.8
10840,10840,10841,12149,1495222217,0.5678439000000001,37.17333382467124,6.309174,21833,0.040523316062176164,169,136,106,148,115,85,http://ecx.images-amazon.com/images/I/51ZYQyJWFkL.jpg,Five Meters of Time/FÃ¼nf Meter Zeit: Children's Picture Book English-German (Bilingual Edition),Philipp Winterberg,3165996.0,"January 20, 2014",0.0
1122,1122,1122,1251,0764138529,0.43036985,49.45322330353397,7.631619500000001,83303,0.031969465648854965,110,98,69,187,152,118,http://ecx.images-amazon.com/images/I/515Kve6zS3L.jpg,Degas and the Little Dancer (Anholt's Artists Books For Children),Laurence Anholt,248582.0,"October 1, 2007",4.77
2965,2965,2965,3312,0545284171,0.3275489,68.69730309044229,5.8532386,30518,0.012927374301675978,170,46,50,143,57,50,http://ecx.images-amazon.com/images/I/51gmDXJRXQL.jpg,The Shadow Throne: Book 3 of The Ascendance Trilogy,Jennifer A. Nielsen,50987.0,"February 25, 2014",4.71
7876,7876,7876,8833,0860373487,0.8095777,65.96304944100105,6.6368885,71885,0.01632780082987552,249,233,174,222,232,243,http://ecx.images-amazon.com/images/I/51J-QTWQ26L.jpg,Allah Gave Me Two Hands and Feet (Allah the Maker),Raana Bokhari,1135382.0,"September 15, 2015",5.0
5957,5957,5957,6678,0874838061,0.8999405,20.446605102923602,3.2198453,14708,0.01587987987987988,253,253,253,247,254,253,http://ecx.images-amazon.com/images/I/51t9VVDYY%2BL.jpg,The Broken Tusk: Stories of the Hindu God Ganesha,Uma Krishnawsami,1607821.0,"July 26, 2006",4.73
5928,5928,5928,6647,1484720733,0.8130189,46.45607018505761,3.8820636,60238,0.013856,253,253,253,49,31,7,http://ecx.images-amazon.com/images/I/51C1or8DxCL.jpg,The Heroes of Olympus Paperback 3-Book Boxed Set,Rick Riordan,17326.0,"October 21, 2014",4.83
7147,7147,7147,8018,0395349222,0.824378,8.922359511868523,5.4339447,11137,0.048866310160427806,254,254,254,225,228,230,http://ecx.images-amazon.com/images/I/51GNFGbvxQL.jpg,City: A Story of Roman Planning and Construction,David Macaulay,53104.0,"October 24, 1983",4.75
1530,1530,1530,1700,0545850568,0.35324258,87.2815074210005,5.756961,38859,0.017420731707317075,6,140,76,20,59,48,http://ecx.images-amazon.com/images/I/51iMJ%2BzBW8L.jpg,Fantastic Beasts and Where to Find Them (Harry Potter),Newt Scamander,147241.0,"June 30, 2015",4.29
10295,10295,10296,11536,1609805690,0.5381691,113.3956894832247,6.8113103000000015,55143,0.018456,245,149,34,11,45,50,http://ecx.images-amazon.com/images/I/51VmEsuEcDL.jpg,A de activista (Spanish Edition),Martha E. Gonzalez,105026.0,"October 28, 2014",4.52
8677,8677,8677,9722,0735841853,0.67042714,79.67810338707457,7.150423,81418,0.027192708333333333,204,229,241,18,102,153,http://ecx.images-amazon.com/images/I/51ksZvsNDrL.jpg,The Adventures of Rainbow Fish: A Collection (The Rainbow Fish),Marcus Pfister,54804.0,"August 1, 2014",4.65
10483,10483,10484,11744,140228912X,0.71925336,86.17664826862858,7.3314652,99614,0.0435915915915916,232,229,101,246,234,189,http://ecx.images-amazon.com/images/I/61PX2RyuemL.jpg,Emily of New Moon,L.M. Montgomery,1206919.0,"May 6, 2014",4.66
4466,4466,4466,5014,0756519500,0.28152296,81.66166783480105,6.1247144,71594,0.019761557177615567,16,11,6,198,161,30,http://ecx.images-amazon.com/images/I/510fw3B8cWL.jpg,The Aztecs (Ancient Civilizations),Anita Ganeri,5905922.0,"September 1, 2006",0.0
2705,2705,2705,3013,0545855764,0.6813365,96.53292303899131,7.075521000000001,103710,0.014172335600907032,250,248,244,209,246,234,http://ecx.images-amazon.com/images/I/51dxVbCgRtL.jpg,"Whatever After Boxset, Books 1-6 (Whatever After)",Sarah Mlynowski,3881.0,"August 25, 2015",4.89
